-BEGIN HEADER-
NASA/POWER SRB/FLASHFlux/MERRA2/GEOS 5.12.4 (FP-IT) 0.5 x 0.5 Degree Daily Averaged Data 
Dates (month/day/year): 01/01/1983 through 12/31/2008 
Location: Latitude  51.2202   Longitude 4.4131 
Elevation from MERRA-2: Average for 1/2x1/2 degree lat/lon region = 18.98 meters   Site = na 
Climate zone: na (reference Briggs et al: http://www.energycodes.gov) 
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
T2M MERRA2 1/2x1/2 Temperature at 2 Meters (C) 
T2M_MIN MERRA2 1/2x1/2 Minimum Temperature at 2 Meters (C) 
T2M_RANGE MERRA2 1/2x1/2 Temperature Range at 2 Meters (C) 
T2M_MAX MERRA2 1/2x1/2 Maximum Temperature at 2 Meters (C) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2M_MAX,T2M_MIN,T2M,T2M_RANGE
51.22021,4.41311,1983,08,22,   24.87,   14.74,   20.11,   10.13
51.22021,4.41311,1983,08,23,   25.64,   16.04,   20.95,    9.61
51.22021,4.41311,1983,08,24,   24.55,   15.79,   19.98,    8.76
51.22021,4.41311,1983,08,25,   26.10,   15.56,   20.86,   10.54
51.22021,4.41311,1983,08,26,   25.35,   15.19,   20.25,   10.16
51.22021,4.41311,1983,08,27,   23.33,   12.84,   17.98,   10.50
51.22021,4.41311,1983,08,28,   22.12,   13.46,   17.30,    8.66
51.22021,4.41311,1983,08,29,   20.50,   11.86,   15.74,    8.64
51.22021,4.41311,1983,08,30,   24.58,   10.88,   17.63,   13.70
51.22021,4.41311,1983,08,31,   26.87,   12.06,   19.87,   14.81
51.22021,4.41311,1983,09,01,   22.45,   14.90,   19.22,    7.55
51.22021,4.41311,1983,09,02,   19.70,   13.80,   17.11,    5.90
51.22021,4.41311,1983,09,03,   16.78,   13.81,   15.19,    2.97
51.22021,4.41311,1983,09,04,   18.54,   12.31,   15.63,    6.22
51.22021,4.41311,1983,09,05,   18.33,   11.83,   15.57,    6.50
51.22021,4.41311,1983,09,06,   17.94,   10.75,   14.11,    7.19
51.22021,4.41311,1983,09,07,   17.16,    8.68,   12.78,    8.48
51.22021,4.41311,1983,09,08,   17.74,    8.96,   13.75,    8.78
51.22021,4.41311,1983,09,09,   18.28,   13.90,   15.73,    4.37
51.22021,4.41311,1983,09,10,   17.21,   12.53,   15.00,    4.68
51.22021,4.41311,1983,09,11,   13.17,    9.66,   11.62,    3.51
51.22021,4.41311,1983,09,12,   14.05,   10.55,   11.98,    3.50
51.22021,4.41311,1983,09,13,   14.52,    8.71,   11.93,    5.80
51.22021,4.41311,1983,09,14,   18.79,   13.16,   15.34,    5.63
51.22021,4.41311,1983,09,15,   20.13,   12.96,   16.00,    7.17
51.22021,4.41311,1983,09,16,   15.29,   11.12,   13.13,    4.16
51.22021,4.41311,1983,09,17,   16.01,   10.03,   12.98,    5.98
51.22021,4.41311,1983,09,18,   17.07,   10.34,   13.64,    6.73
51.22021,4.41311,1983,09,19,   18.00,   11.10,   14.23,    6.90
51.22021,4.41311,1983,09,20,   17.24,    9.82,   13.23,    7.43
51.22021,4.41311,1983,09,21,   17.57,    9.93,   14.42,    7.64
51.22021,4.41311,1983,09,22,   17.13,    9.06,   13.14,    8.07
51.22021,4.41311,1983,09,23,   20.70,    7.10,   14.18,   13.59
51.22021,4.41311,1983,09,24,   23.49,   11.39,   16.60,   12.09
51.22021,4.41311,1983,09,25,   16.94,    8.14,   12.55,    8.79
51.22021,4.41311,1983,09,26,   20.75,    7.27,   13.96,   13.49
51.22021,4.41311,1983,09,27,   21.98,   10.24,   15.83,   11.75
51.22021,4.41311,1983,09,28,   21.57,   12.30,   15.98,    9.28
51.22021,4.41311,1983,09,29,   22.23,   10.17,   16.12,   12.06
51.22021,4.41311,1983,09,30,   18.88,   10.87,   14.68,    8.01
51.22021,4.41311,1983,10,01,   17.19,    8.30,   12.38,    8.89
51.22021,4.41311,1983,10,02,   20.24,   13.47,   15.95,    6.77
51.22021,4.41311,1983,10,03,   21.99,   14.22,   17.67,    7.77
51.22021,4.41311,1983,10,04,   23.97,   15.22,   18.85,    8.75
51.22021,4.41311,1983,10,05,   18.87,   12.48,   15.41,    6.39
51.22021,4.41311,1983,10,06,   17.50,   10.79,   13.61,    6.71
51.22021,4.41311,1983,10,07,   17.11,    9.98,   13.40,    7.13
51.22021,4.41311,1983,10,08,   14.38,    8.61,   11.96,    5.77
51.22021,4.41311,1983,10,09,   15.16,   10.85,   13.47,    4.31
51.22021,4.41311,1983,10,10,   16.10,   10.59,   13.32,    5.52
51.22021,4.41311,1983,10,11,   12.51,    9.20,   10.72,    3.31
51.22021,4.41311,1983,10,12,   14.20,    7.66,   11.11,    6.55
51.22021,4.41311,1983,10,13,   18.67,    7.69,   13.38,   10.98
51.22021,4.41311,1983,10,14,   15.18,    9.27,   11.88,    5.91
51.22021,4.41311,1983,10,15,   14.43,    9.95,   12.39,    4.48
51.22021,4.41311,1983,10,16,   12.71,    8.19,   10.57,    4.52
51.22021,4.41311,1983,10,17,   12.56,    8.50,   10.22,    4.06
51.22021,4.41311,1983,10,18,   15.58,    8.06,   12.31,    7.52
51.22021,4.41311,1983,10,19,   13.70,    8.69,   12.18,    5.01
51.22021,4.41311,1983,10,20,   12.11,    6.86,    9.00,    5.24
51.22021,4.41311,1983,10,21,   11.82,    3.63,    7.71,    8.18
51.22021,4.41311,1983,10,22,   11.35,    1.96,    5.55,    9.39
51.22021,4.41311,1983,10,23,   13.48,   -0.58,    5.73,   14.05
51.22021,4.41311,1983,10,24,   12.10,    1.14,    6.29,   10.95
51.22021,4.41311,1983,10,25,    8.03,    2.11,    5.42,    5.93
51.22021,4.41311,1983,10,26,   15.10,    6.59,    9.55,    8.52
51.22021,4.41311,1983,10,27,   14.61,    6.65,    9.51,    7.95
51.22021,4.41311,1983,10,28,   11.47,    6.58,    8.98,    4.89
51.22021,4.41311,1983,10,29,    9.58,    1.57,    5.74,    8.01
51.22021,4.41311,1983,10,30,    8.71,    0.69,    4.97,    8.02
51.22021,4.41311,1983,10,31,   11.29,    7.04,    9.39,    4.25
51.22021,4.41311,1983,11,01,   13.71,    7.67,   10.50,    6.03
51.22021,4.41311,1983,11,02,   15.83,    9.08,   11.86,    6.75
51.22021,4.41311,1983,11,03,   12.83,    6.45,    8.87,    6.38
51.22021,4.41311,1983,11,04,   14.53,    6.60,    9.27,    7.94
51.22021,4.41311,1983,11,05,   13.91,    6.06,    9.28,    7.85
51.22021,4.41311,1983,11,06,   13.24,    6.14,    9.58,    7.10
51.22021,4.41311,1983,11,07,   14.66,    6.01,    8.47,    8.65
51.22021,4.41311,1983,11,08,   15.70,    6.49,   10.22,    9.22
51.22021,4.41311,1983,11,09,   15.66,    6.99,   10.13,    8.67
